,Amount,Count,Cycle,Destination,Name,Party,RealCode
0,1750.0,4,1992,Cand,Alan L Keyes (R),R,A
259,34900.0,72,1992,Cand,Patrick J Buchanan (R),R,T
258,58275.0,138,1992,Cand,Lyndon H LaRouche Jr (D),D,T
257,1650.0,7,1992,Cand,Lenora B Fulani (D),D,T
256,4550.0,13,1992,Cand,Lawrence Douglas Wilder (D),D,T
255,225.0,1,1992,Cand,Larry Agran (D),D,T
254,10800.0,27,1992,Cand,John S Hagelin (3),3,T
253,500.0,1,1992,Cand,Jesse Jackson (D),D,T
252,1000.0,1,1992,Cand,James Patrick Lennane (R),R,T
251,481.0,2,1992,Cand,James (Bo) Gritz (I),I,T
250,5500.0,6,1992,Cand,Jack Kemp (R),R,T
249,1700.0,6,1992,Cand,Howard Phillips (3),3,T
248,722982.0,851,1992,Cand,George Bush (R),R,T
247,550.0,2,1992,Cand,David Duke (R),R,T
246,42750.0,46,1992,Cand,Bob Dole (R),R,T
245,218928.0,423,1992,Cand,Bill Clinton (D),D,T
244,2200.0,6,1992,Cand,Andre V Marrou (L),L,T
243,4110.0,8,1992,Cand,Alan L Keyes (R),R,T
242,38402.0,59,1992,Cand,Ross Perot (I),I,M
241,3000.0,4,1992,Cand,Richard D Lamm (3),3,M
260,29620.0,66,1992,Cand,Paul Tsongas (D),D,T
261,2750.0,5,1992,Cand,Richard D Lamm (3),3,T
262,18646.0,33,1992,Cand,Ross Perot (I),I,T
263,850.0,2,1992,Cand,Al Gore (D),D,X
284,1307905.0,2974,1992,Cand,Lyndon H LaRouche Jr (D),D,X
283,16825.0,53,1992,Cand,Lenora B Fulani (D),D,X
282,23125.0,71,1992,Cand,Lawrence Douglas Wilder (D),D,X
281,36700.0,113,1992,Cand,Larry Agran (D),D,X
280,44839.0,128,1992,Cand,John S Hagelin (3),3,X
279,1250.0,3,1992,Cand,John Quinn Brisben (3),3,X
278,3000.0,3,1992,Cand,Jim Boren (D),D,X
277,14550.0,25,1992,Cand,Jesse Jackson (D),D,X
276,1000.0,1,1992,Cand,James Patrick Lennane (R),R,X
240,63500.0,117,1992,Cand,Paul Tsongas (D),D,M
274,14830.0,14,1992,Cand,Jack Kemp (R),R,X
272,1992899.0,2978,1992,Cand,George Bush (R),R,X
271,3323.0,6,1992,Cand,Eugene J McCarthy (D),D,X
270,1000.0,1,1992,Cand,Erik M Thompson (U),U,X
269,250.0,1,1992,Cand,Endicott Peabody (D),D,X
268,5850.0,16,1992,Cand,David Duke (R),R,X
267,37300.0,60,1992,Cand,Bob Dole (R),R,X
266,2035650.0,5515,1992,Cand,Bill Clinton (D),D,X
265,14673.0,38,1992,Cand,Andre V Marrou (L),L,X
264,41760.0,105,1992,Cand,Alan L Keyes (R),R,X
273,28678.0,70,1992,Cand,Howard Phillips (3),3,X
239,44745.0,98,1992,Cand,Patrick J Buchanan (R),R,M
238,14335.0,38,1992,Cand,Lyndon H LaRouche Jr (D),D,M
237,10750.0,21,1992,Cand,Lawrence Douglas Wilder (D),D,M
212,500.0,1,1992,Cand,Richard B Boddie (L),L,K
211,337941.0,792,1992,Cand,Paul Tsongas (D),D,K
210,40100.0,94,1992,Cand,Patrick J Buchanan (R),R,K
209,7200.0,19,1992,Cand,Lyndon H LaRouche Jr (D),D,K
208,7450.0,21,1992,Cand,Lenora B Fulani (D),D,K
207,64025.0,161,1992,Cand,Lawrence Douglas Wilder (D),D,K
206,11100.0,32,1992,Cand,Larry Agran (D),D,K
205,5500.0,17,1992,Cand,John S Hagelin (3),3,K
204,1000.0,1,1992,Cand,John Quinn Brisben (3),3,K
213,74249.0,130,1992,Cand,Richard D Lamm (3),3,K
203,8375.0,12,1992,Cand,Jesse Jackson (D),D,K
201,12150.0,13,1992,Cand,Jack Kemp (R),R,K
200,6300.0,10,1992,Cand,Howard Phillips (3),3,K
199,2266322.0,2855,1992,Cand,George Bush (R),R,K
198,750.0,2,1992,Cand,Eugene J McCarthy (D),D,K
197,500.0,2,1992,Cand,Endicott Peabody (D),D,K
196,250.0,1,1992,Cand,Curly Thornton (D),D,K
195,129900.0,151,1992,Cand,Bob Dole (R),R,K
194,4021869.0,8179,1992,Cand,Bill Clinton (D),D,K
193,5500.0,15,1992,Cand,Andre V Marrou (L),L,K
202,1000.0,1,1992,Cand,James Patrick Lennane (R),R,K
285,350150.0,1066,1992,Cand,Patrick J Buchanan (R),R,X
214,21355.0,48,1992,Cand,Ross Perot (I),I,K
216,250.0,1,1992,Cand,William Parker Kreml (D),D,K
236,1750.0,2,1992,Cand,Larry Agran (D),D,M
235,4500.0,9,1992,Cand,John S Hagelin (3),3,M
234,7000.0,3,1992,Cand,Jesse Jackson (D),D,M
233,500.0,2,1992,Cand,James (Bo) Gritz (I),I,M
232,12285.0,14,1992,Cand,Jack Kemp (R),R,M
231,4350.0,9,1992,Cand,Howard Phillips (3),3,M
230,1047160.0,1186,1992,Cand,George Bush (R),R,M
229,300.0,1,1992,Cand,David Duke (R),R,M
228,31650.0,36,1992,Cand,Bob Dole (R),R,M
215,1000.0,1,1992,Cand,Thomas Robert Laughlin (D),D,K
227,265600.0,479,1992,Cand,Bill Clinton (D),D,M
225,3550.0,9,1992,Cand,Andre V Marrou (L),L,M
224,7660.0,12,1992,Cand,Alan L Keyes (R),R,M
223,370.0,1,1992,Cand,Ross Perot (I),I,L
222,250.0,1,1992,Cand,Paul Tsongas (D),D,L
221,750.0,2,1992,Cand,Lyndon H LaRouche Jr (D),D,L
220,3050.0,6,1992,Cand,Jesse Jackson (D),D,L
219,4200.0,5,1992,Cand,George Bush (R),R,L
218,34475.0,86,1992,Cand,Bill Clinton (D),D,L
217,250.0,1,1992,Cand,Alan L Keyes (R),R,L
226,250.0,1,1992,Cand,Bill Bradley (D),D,M
286,168741.0,408,1992,Cand,Paul Tsongas (D),D,X
287,1650.0,4,1992,Cand,Richard B Boddie (L),L,X
288,53694.0,100,1992,Cand,Richard D Lamm (3),3,X
356,200.0,1,1992,Cand,Tennie Beatrice Rogers (R),R,Z
355,11976.0,2,1992,Cand,Stephen Burke (D),D,Z
354,535.0,2,1992,Cand,Stanley Onease (Jr) Lock (D),D,Z
353,6763.0,17,1992,Cand,Russell Hirshon (D),D,Z
352,59619276.0,4144,1992,Cand,Ross Perot (I),I,Z
351,7255.0,2,1992,Cand,Robert Adgate Congdon (U),U,Z
350,5008.0,1,1992,Cand,Robert A Selwa (U),U,Z
349,6695.0,4,1992,Cand,Richard D Lamm (3),3,Z
348,-4900.0,5,1992,Cand,Pete Wilson (R),R,Z
357,210000.0,1,1992,Cand,Thomas Robert Laughlin (D),D,Z
347,-1030.0,8,1992,Cand,Paul Tsongas (D),D,Z
345,-17610.0,34,1992,Cand,Michael S Dukakis (D),D,Z
344,-1525.0,49,1992,Cand,Marion Gordon (Pat) Robertson (R),R,Z
343,-557.0,17,1992,Cand,Lenora B Fulani (D),D,Z
342,-2483.0,38,1992,Cand,Larry Agran (D),D,Z
341,425.0,2,1992,Cand,Kenneth E Klammer (D),D,Z
340,23882.0,46,1992,Cand,John S Hagelin (3),3,Z
339,10000.0,4,1992,Cand,John Hancock Abbott (D),D,Z
338,6000.0,1,1992,Cand,Jim Hayes (D),D,Z
337,300.0,1,1992,Cand,Jesse Jackson (D),D,Z
346,-29379.0,112,1992,Cand,Patrick J Buchanan (R),R,Z
336,50000.0,2,1992,Cand,James Patrick Lennane (R),R,Z
358,4650.0,6,1992,Cand,Thomas S Fabish (R),R,Z
360,500.0,1,1992,Cand,Bill Clinton (D),D,k
0,0.0,0,1992,Cand,,U,A
5,0.0,0,1992,Cand,,U,C
9,0.0,0,1992,Cand,,U,B
13,0.0,0,1992,Cand,,U,E
17,0.0,0,1992,Cand,,U,D
22,0.0,0,1992,Cand,,U,G
29,0.0,0,1992,Cand,,U,H
33,0.0,0,1992,Cand,,U,K
37,0.0,0,1992,Cand,,U,J
359,36086.0,16,1992,Cand,Willie Felix Carter (D),D,Z
41,0.0,0,1992,Cand,,U,M
46,0.0,0,1992,Cand,,3,L
47,0.0,0,1992,Cand,,U,L
54,0.0,0,1992,Cand,,U,T
58,0.0,0,1992,Cand,,U,Y
66,0.0,0,1992,Cand,,I,k
67,0.0,0,1992,Cand,,L,k
68,0.0,0,1992,Cand,,3,k
69,0.0,0,1992,Cand,,R,k
70,0.0,0,1992,Cand,,U,k
45,0.0,0,1992,Cand,,L,L
192,500.0,1,1992,Cand,Alexander Haig (R),R,K
335,21053.0,374,1992,Cand,Howard Phillips (3),3,Z
333,-974873.0,1242,1992,Cand,George Bush (R),R,Z
308,29560.0,88,1992,Cand,Larry Agran (D),D,Y
307,74347.0,230,1992,Cand,John S Hagelin (3),3,Y
306,1000.0,1,1992,Cand,John Quinn Brisben (3),3,Y
305,4450.0,8,1992,Cand,Jesse Jackson (D),D,Y
304,1000.0,1,1992,Cand,James Patrick Lennane (R),R,Y
303,9190.0,32,1992,Cand,James (Bo) Gritz (I),I,Y
302,-128266.0,287,1992,Cand,Jack Kemp (R),R,Y
301,19463.0,49,1992,Cand,Howard Phillips (3),3,Y
300,1829971.0,2399,1992,Cand,George Bush (R),R,Y
309,41600.0,120,1992,Cand,Lawrence Douglas Wilder (D),D,Y
299,354.0,1,1992,Cand,Gene Smith (D),D,Y
297,1425.0,6,1992,Cand,David Duke (R),R,Y
296,5031.0,8,1992,Cand,Curly Thornton (D),D,Y
295,4318.0,174,1992,Cand,Bob Dole (R),R,Y
294,1932907.0,5872,1992,Cand,Bill Clinton (D),D,Y
293,215.0,2,1992,Cand,Bill Bradley (D),D,Y
292,23899.0,76,1992,Cand,Andre V Marrou (L),L,Y
291,14530.0,36,1992,Cand,Alan L Keyes (R),R,Y
290,1200.0,3,1992,Cand,Al Gore (D),D,Y
289,120302.0,255,1992,Cand,Ross Perot (I),I,X
298,1000.0,1,1992,Cand,Eugene J McCarthy (D),D,Y
334,6000.0,3,1992,Cand,George William Benns (D),D,Z
310,34075.0,116,1992,Cand,Lenora B Fulani (D),D,Y
312,211100.0,556,1992,Cand,Patrick J Buchanan (R),R,Y
332,8959.0,12,1992,Cand,George A Zimmermann (R),R,Z
331,161.0,2,1992,Cand,Frank Ross Mrs Stewart (D),D,Z
330,65486.0,18,1992,Cand,Eugene J McCarthy (D),D,Z
329,10000.0,1,1992,Cand,Endicott Peabody (D),D,Z
328,2000.0,2,1992,Cand,Earl A Roberts Jr (U),U,Z
327,585.0,1,1992,Cand,Curly Thornton (D),D,Z
326,10486.0,68,1992,Cand,Cullen Meyer (U),U,Z
325,1345579.0,40,1992,Cand,Charles Woods (D),D,Z
324,275.0,1,1992,Cand,Charles Richard Doty (R),R,Z
311,156560.0,479,1992,Cand,Lyndon H LaRouche Jr (D),D,Y
323,28874.0,38,1992,Cand,Bob Dole (R),R,Z
321,170.0,2,1992,Cand,Andre V Marrou (L),L,Z
320,17000.0,18,1992,Cand,Alan L Keyes (R),R,Z
319,-246654.0,248,1992,Cand,Alan Cranston (D),D,Z
318,900.0,2,1992,Cand,Al Gore (D),D,Z
317,1000.0,3,1992,Cand,Stanley Onease (Jr) Lock (D),D,Y
316,169367.0,305,1992,Cand,Ross Perot (I),I,Y
315,46600.0,96,1992,Cand,Richard D Lamm (3),3,Y
314,2950.0,5,1992,Cand,Richard B Boddie (L),L,Y
313,251275.0,553,1992,Cand,Paul Tsongas (D),D,Y
322,925.0,3,1992,Cand,Bill Clinton (D),D,Z
191,13275.0,24,1992,Cand,Alan L Keyes (R),R,K
275,12771.0,34,1992,Cand,James (Bo) Gritz (I),I,X
189,8900.0,13,1992,Cand,Richard D Lamm (3),3,J
68,12200.0,24,1992,Cand,Lyndon H LaRouche Jr (D),D,D
67,500.0,2,1992,Cand,Lenora B Fulani (D),D,D
66,250.0,1,1992,Cand,Lawrence Douglas Wilder (D),D,D
65,1000.0,4,1992,Cand,John S Hagelin (3),3,D
64,1000.0,2,1992,Cand,Jesse Jackson (D),D,D
63,103554.0,148,1992,Cand,George Bush (R),R,D
62,3000.0,3,1992,Cand,Bob Dole (R),R,D
61,40800.0,77,1992,Cand,Bill Clinton (D),D,D
60,1250.0,2,1992,Cand,Andre V Marrou (L),L,D
69,5750.0,10,1992,Cand,Patrick J Buchanan (R),R,D
59,2800.0,3,1992,Cand,Russell Hirshon (D),D,C
57,19750.0,30,1992,Cand,Richard D Lamm (3),3,C
56,4550.0,11,1992,Cand,Richard B Boddie (L),L,C
55,129150.0,241,1992,Cand,Paul Tsongas (D),D,C
53,41895.0,111,1992,Cand,Lyndon H LaRouche Jr (D),D,C
52,10739.0,40,1992,Cand,Lenora B Fulani (D),D,C
51,7250.0,17,1992,Cand,Lawrence Douglas Wilder (D),D,C
50,10600.0,30,1992,Cand,Larry Agran (D),D,C
49,22558.0,59,1992,Cand,John S Hagelin (3),3,C
48,1240.0,2,1992,Cand,James (Bo) Gritz (I),I,C
58,39269.0,56,1992,Cand,Ross Perot (I),I,C
47,5000.0,5,1992,Cand,Jack Kemp (R),R,C
70,11400.0,28,1992,Cand,Paul Tsongas (D),D,D
72,400.0,1,1992,Cand,Ross Perot (I),I,D
92,14400.0,19,1992,Cand,Richard D Lamm (3),3,E
91,250.0,1,1992,Cand,Richard B Boddie (L),L,E
90,60300.0,94,1992,Cand,Paul Tsongas (D),D,E
89,33000.0,75,1992,Cand,Patrick J Buchanan (R),R,E
88,14250.0,34,1992,Cand,Lyndon H LaRouche Jr (D),D,E
87,500.0,2,1992,Cand,Lenora B Fulani (D),D,E
86,10250.0,20,1992,Cand,Lawrence Douglas Wilder (D),D,E
85,1250.0,2,1992,Cand,Larry Agran (D),D,E
84,13900.0,24,1992,Cand,John S Hagelin (3),3,E
71,1000.0,1,1992,Cand,Richard D Lamm (3),3,D
83,1337.0,4,1992,Cand,James (Bo) Gritz (I),I,E
81,4100.0,11,1992,Cand,Howard Phillips (3),3,E
80,1150627.0,1304,1992,Cand,George Bush (R),R,E
79,500.0,1,1992,Cand,Eugene J McCarthy (D),D,E
78,890.0,2,1992,Cand,Curly Thornton (D),D,E
77,86937.0,101,1992,Cand,Bob Dole (R),R,E
76,273575.0,522,1992,Cand,Bill Clinton (D),D,E
75,1059.0,4,1992,Cand,Andre V Marrou (L),L,E
74,3700.0,7,1992,Cand,Alan L Keyes (R),R,E
73,500.0,1,1992,Cand,Al Gore (D),D,E
82,2000.0,3,1992,Cand,Jack Kemp (R),R,E
93,11544.0,27,1992,Cand,Ross Perot (I),I,E
46,3100.0,5,1992,Cand,Howard Phillips (3),3,C
44,37000.0,42,1992,Cand,Bob Dole (R),R,C
19,1000.0,1,1992,Cand,Al Gore (D),D,B
18,9838.0,19,1992,Cand,Ross Perot (I),I,A
17,1450.0,3,1992,Cand,Richard D Lamm (3),3,A
16,22600.0,35,1992,Cand,Paul Tsongas (D),D,A
190,23684.0,28,1992,Cand,Ross Perot (I),I,J
15,31038.0,74,1992,Cand,Patrick J Buchanan (R),R,A
14,111927.0,294,1992,Cand,Lyndon H LaRouche Jr (D),D,A
13,700.0,3,1992,Cand,Lenora B Fulani (D),D,A
12,1500.0,6,1992,Cand,Lawrence Douglas Wilder (D),D,A
20,1115.0,5,1992,Cand,Alan L Keyes (R),R,B
11,450.0,2,1992,Cand,Larry Agran (D),D,A
9,1950.0,4,1992,Cand,James (Bo) Gritz (I),I,A
8,1750.0,3,1992,Cand,Howard Phillips (3),3,A
7,776940.0,963,1992,Cand,George Bush (R),R,A
6,200.0,1,1992,Cand,Gene Smith (D),D,A
5,2000.0,2,1992,Cand,Endicott Peabody (D),D,A
4,700.0,3,1992,Cand,David Duke (R),R,A
3,43550.0,60,1992,Cand,Bob Dole (R),R,A
2,289939.0,588,1992,Cand,Bill Clinton (D),D,A
1,1750.0,3,1992,Cand,Andre V Marrou (L),L,A
10,3400.0,9,1992,Cand,John S Hagelin (3),3,A
45,779180.0,907,1992,Cand,George Bush (R),R,C
21,2800.0,8,1992,Cand,Andre V Marrou (L),L,B
23,21750.0,27,1992,Cand,Bob Dole (R),R,B
43,975455.0,1831,1992,Cand,Bill Clinton (D),D,C
42,10800.0,24,1992,Cand,Andre V Marrou (L),L,C
41,9750.0,14,1992,Cand,Alan L Keyes (R),R,C
40,1500.0,2,1992,Cand,Al Gore (D),D,C
39,14451.0,32,1992,Cand,Ross Perot (I),I,B
38,4350.0,10,1992,Cand,Richard D Lamm (3),3,B
37,92200.0,186,1992,Cand,Paul Tsongas (D),D,B
36,50615.0,124,1992,Cand,Patrick J Buchanan (R),R,B
35,48840.0,145,1992,Cand,Lyndon H LaRouche Jr (D),D,B
22,405557.0,805,1992,Cand,Bill Clinton (D),D,B
34,1250.0,5,1992,Cand,Lenora B Fulani (D),D,B
32,950.0,4,1992,Cand,Larry Agran (D),D,B
31,8142.0,24,1992,Cand,John S Hagelin (3),3,B
30,1500.0,2,1992,Cand,Jesse Jackson (D),D,B
29,1477.0,5,1992,Cand,James (Bo) Gritz (I),I,B
28,5000.0,5,1992,Cand,Jack Kemp (R),R,B
27,2760.0,6,1992,Cand,Howard Phillips (3),3,B
26,956880.0,1121,1992,Cand,George Bush (R),R,B
25,1000.0,1,1992,Cand,Endicott Peabody (D),D,B
24,537.0,2,1992,Cand,David Duke (R),R,B
33,6750.0,18,1992,Cand,Lawrence Douglas Wilder (D),D,B
94,1000.0,1,1992,Cand,William Parker Kreml (D),D,E
54,31570.0,84,1992,Cand,Patrick J Buchanan (R),R,C
96,23450.0,35,1992,Cand,Alan L Keyes (R),R,F
164,23607.0,86,1992,Cand,Lenora B Fulani (D),D,H
163,47300.0,120,1992,Cand,Lawrence Douglas Wilder (D),D,H
162,21400.0,78,1992,Cand,Larry Agran (D),D,H
160,6750.0,12,1992,Cand,Jesse Jackson (D),D,H
159,10533.0,20,1992,Cand,James (Bo) Gritz (I),I,H
158,3995.0,5,1992,Cand,Jack Kemp (R),R,H
157,49270.0,29,1992,Cand,Howard Phillips (3),3,H
156,1491513.0,1767,1992,Cand,George Bush (R),R,H
155,3475.0,9,1992,Cand,David Duke (R),R,H
165,59874.0,156,1992,Cand,Lyndon H LaRouche Jr (D),D,H
154,361.0,1,1992,Cand,Curly Thornton (D),D,H
152,1626725.0,3931,1992,Cand,Bill Clinton (D),D,H
151,9765.0,27,1992,Cand,Andre V Marrou (L),L,H
150,8315.0,19,1992,Cand,Alan L Keyes (R),R,H
149,1500.0,2,1992,Cand,Al Gore (D),D,H
148,147891.0,244,1992,Cand,Ross Perot (I),I,G
147,18465.0,32,1992,Cand,Richard D Lamm (3),3,G
146,1500.0,2,1992,Cand,Richard B Boddie (L),L,G
145,176735.0,400,1992,Cand,Paul Tsongas (D),D,G
144,160290.0,427,1992,Cand,Patrick J Buchanan (R),R,G
153,25350.0,31,1992,Cand,Bob Dole (R),R,H
166,110000.0,286,1992,Cand,Patrick J Buchanan (R),R,H
167,214169.0,476,1992,Cand,Paul Tsongas (D),D,H
168,1150.0,4,1992,Cand,Richard B Boddie (L),L,H
188,31945.0,58,1992,Cand,Paul Tsongas (D),D,J
187,48075.0,104,1992,Cand,Patrick J Buchanan (R),R,J
186,5450.0,7,1992,Cand,Lyndon H LaRouche Jr (D),D,J
185,7013.0,28,1992,Cand,Lenora B Fulani (D),D,J
184,3000.0,3,1992,Cand,Lawrence Douglas Wilder (D),D,J
183,1450.0,5,1992,Cand,Larry Agran (D),D,J
182,2700.0,5,1992,Cand,John S Hagelin (3),3,J
181,2000.0,4,1992,Cand,Jesse Jackson (D),D,J
180,2005.0,3,1992,Cand,Jack Kemp (R),R,J
179,500.0,1,1992,Cand,Howard Phillips (3),3,J
178,180502.0,257,1992,Cand,George Bush (R),R,J
177,675.0,1,1992,Cand,Eugene J McCarthy (D),D,J
176,11000.0,13,1992,Cand,Bob Dole (R),R,J
95,2062.0,4,1992,Cand,Al Gore (D),D,F
175,212621.0,435,1992,Cand,Bill Clinton (D),D,J
174,1700.0,3,1992,Cand,Andre V Marrou (L),L,J
173,1000.0,1,1992,Cand,Alexander Haig (R),R,J
172,26610.0,38,1992,Cand,Alan L Keyes (R),R,J
171,250.0,1,1992,Cand,Thomas Robert Laughlin (D),D,H
170,41769.0,82,1992,Cand,Ross Perot (I),I,H
169,34537.0,52,1992,Cand,Richard D Lamm (3),3,H
143,76763.0,177,1992,Cand,Lyndon H LaRouche Jr (D),D,G
142,8540.0,29,1992,Cand,Lenora B Fulani (D),D,G
161,61912.0,163,1992,Cand,John S Hagelin (3),3,H
140,10300.0,32,1992,Cand,Larry Agran (D),D,G
116,5300.0,18,1992,Cand,Lenora B Fulani (D),D,F
115,60450.0,113,1992,Cand,Lawrence Douglas Wilder (D),D,F
114,16700.0,39,1992,Cand,Larry Agran (D),D,F
113,33650.0,75,1992,Cand,John S Hagelin (3),3,F
112,855.0,1,1992,Cand,Jim Boren (D),D,F
111,2000.0,2,1992,Cand,Jesse Jackson (D),D,F
110,2000.0,2,1992,Cand,James Patrick Lennane (R),R,F
109,2600.0,5,1992,Cand,James (Bo) Gritz (I),I,F
141,37250.0,90,1992,Cand,Lawrence Douglas Wilder (D),D,G
117,43025.0,99,1992,Cand,Lyndon H LaRouche Jr (D),D,F
107,7505.0,12,1992,Cand,Howard Phillips (3),3,F
105,4575030.0,5446,1992,Cand,George Bush (R),R,F
104,1000.0,2,1992,Cand,Eugene J McCarthy (D),D,F
103,750.0,2,1992,Cand,Endicott Peabody (D),D,F
102,250.0,1,1992,Cand,David Duke (R),R,F
101,219400.0,259,1992,Cand,Bob Dole (R),R,F
100,2391302.0,4284,1992,Cand,Bill Clinton (D),D,F
99,1000.0,2,1992,Cand,Bill Bradley (D),D,F
98,8850.0,23,1992,Cand,Andre V Marrou (L),L,F
97,1000.0,1,1992,Cand,Alexander Haig (R),R,F
106,1000.0,1,1992,Cand,George L Berish (U),U,F
118,106534.0,243,1992,Cand,Patrick J Buchanan (R),R,F
108,57750.0,63,1992,Cand,Jack Kemp (R),R,F
120,55550.0,97,1992,Cand,Richard D Lamm (3),3,F
136,11500.0,13,1992,Cand,Jack Kemp (R),R,G
135,17742.0,28,1992,Cand,Howard Phillips (3),3,G
139,30949.0,69,1992,Cand,John S Hagelin (3),3,G
119,317325.0,554,1992,Cand,Paul Tsongas (D),D,F
134,2062724.0,2510,1992,Cand,George Bush (R),R,G
133,500.0,1,1992,Cand,Gene Smith (D),D,G
132,3000.0,5,1992,Cand,Eugene J McCarthy (D),D,G
131,1600.0,3,1992,Cand,Endicott Peabody (D),D,G
138,6900.0,11,1992,Cand,Jesse Jackson (D),D,G
129,66867.0,79,1992,Cand,Bob Dole (R),R,G
128,1135390.0,2290,1992,Cand,Bill Clinton (D),D,G
127,500.0,1,1992,Cand,Bill Bradley (D),D,G
130,1450.0,5,1992,Cand,David Duke (R),R,G
126,12150.0,33,1992,Cand,Andre V Marrou (L),L,G
121,171819.0,229,1992,Cand,Ross Perot (I),I,F
123,1500.0,2,1992,Cand,Al Gore (D),D,G
124,12750.0,19,1992,Cand,Alan L Keyes (R),R,G
122,605.0,2,1992,Cand,William Parker Kreml (D),D,F
125,1000.0,1,1992,Cand,Alexander Haig (R),R,G
137,3459.0,7,1992,Cand,James (Bo) Gritz (I),I,G
607,957.0,1,1996,Cand,Susan Gail Ducey (R),R,T
598,416300.0,660,1996,Cand,Lamar Alexander (R),R,T
615,4400.0,2,1996,Cand,Fred Thomas Shellenberg (R),R,X
599,3500.0,4,1996,Cand,Lawrence Douglas Wilder (D),D,T
614,1000.0,1,1996,Cand,Diane Beall Templin (3),3,X
600,42400.0,133,1996,Cand,Lyndon H LaRouche Jr (D),D,T
613,48880.0,126,1996,Cand,David Duke (R),R,X
601,51706.0,142,1996,Cand,Patrick J Buchanan (R),R,T
612,2000.0,2,1996,Cand,Charles Edwin Collins (R),R,X
603,1000.0,1,1996,Cand,Robert P Casey (U),D,T
611,2502308.0,5262,1996,Cand,Bob Dole (R),R,X
604,10500.0,24,1996,Cand,Ron Paul (L),L,T
610,2695699.0,5260,1996,Cand,Bill Clinton (D),D,X
605,4801.0,10,1996,Cand,Ross Perot (I),I,T
609,95251.0,247,1996,Cand,Alan L Keyes (R),R,X
608,500.0,1,1996,Cand,William N Raven (I),I,T
602,159750.0,223,1996,Cand,Pete Wilson (R),R,T
606,57950.0,81,1996,Cand,Steve Forbes (R),R,T
621,13948.0,26,1996,Cand,Jim Boren (D),D,X
617,5272.0,10,1996,Cand,Howard Phillips (3),3,X
634,159220.0,395,1996,Cand,Ron Paul (L),L,X
633,5250.0,8,1996,Cand,Robert P Casey (U),D,X
632,700.0,3,1996,Cand,Richard Tompkins (L),L,X
631,23310.0,43,1996,Cand,Richard D Lamm (3),3,X
597,8850.0,27,1996,Cand,John S Hagelin (3),3,T
630,466505.0,890,1996,Cand,Pete Wilson (R),R,X
629,465085.0,1321,1996,Cand,Patrick J Buchanan (R),R,X
628,1600.0,3,1996,Cand,Maurice M Taylor Jr (R),R,X
627,5200.0,10,1996,Cand,Mary Cal Hollis (3),3,X
626,1143385.0,2851,1996,Cand,Lyndon H LaRouche Jr (D),D,X
636,238710.0,420,1996,Cand,Steve Forbes (R),R,X
625,7500.0,16,1996,Cand,Lawrence Douglas Wilder (D),D,X
624,1047397.0,1904,1996,Cand,Lamar Alexander (R),R,X
623,47400.0,124,1996,Cand,John S Hagelin (3),3,X
622,2600.0,6,1996,Cand,Joanne M Jorgensen (L),L,X
635,54867.0,94,1996,Cand,Ross Perot (I),I,X
620,750.0,2,1996,Cand,Jesse Jackson (D),D,X
619,250.0,1,1996,Cand,James D Griffin (D),D,X
618,55000.0,97,1996,Cand,Jack Kemp (R),R,X
616,85936.0,208,1996,Cand,Harry Browne (L),L,X
596,500.0,1,1996,Cand,Jim Boren (D),D,T
562,3750.0,5,1996,Cand,Ross Perot (I),I,K
594,12212.0,26,1996,Cand,Harry Browne (L),L,T
571,1500.0,3,1996,Cand,Pete Wilson (R),R,L
570,200.0,1,1996,Cand,Patrick J Buchanan (R),R,L
569,2950.0,8,1996,Cand,Lyndon H LaRouche Jr (D),D,L
568,700.0,3,1996,Cand,John S Hagelin (3),3,L
567,1126.0,3,1996,Cand,Jim Boren (D),D,L
566,6250.0,6,1996,Cand,Bob Dole (R),R,L
565,82000.0,148,1996,Cand,Bill Clinton (D),D,L
564,93650.0,140,1996,Cand,Steve Forbes (R),R,K
563,600.0,1,1996,Cand,Salvatore J Casamassima (D),D,K
561,10950.0,22,1996,Cand,Ron Paul (L),L,K
560,5000.0,5,1996,Cand,Robert P Casey (U),D,K
559,500.0,1,1996,Cand,Richard Tompkins (L),L,K
558,6500.0,14,1996,Cand,Richard D Lamm (3),3,K
557,597856.0,948,1996,Cand,Pete Wilson (R),R,K
556,53075.0,127,1996,Cand,Patrick J Buchanan (R),R,K
637,201092.0,489,1996,Cand,Alan L Keyes (R),R,Y
555,1250.0,2,1996,Cand,Maurice M Taylor Jr (R),R,K
572,11670.0,24,1996,Cand,Alan L Keyes (R),R,M
573,430350.0,527,1996,Cand,Bill Clinton (D),D,M
574,877024.0,1221,1996,Cand,Bob Dole (R),R,M
575,250.0,1,1996,Cand,David Duke (R),R,M
593,2550.0,6,1996,Cand,David Duke (R),R,T
592,908545.0,1310,1996,Cand,Bob Dole (R),R,T
591,409400.0,488,1996,Cand,Bill Clinton (D),D,T
590,11350.0,27,1996,Cand,Alan L Keyes (R),R,T
589,100678.0,135,1996,Cand,Steve Forbes (R),R,M
588,4950.0,8,1996,Cand,Ross Perot (I),I,M
587,31350.0,62,1996,Cand,Ron Paul (L),L,M
586,900.0,3,1996,Cand,Richard D Lamm (3),3,M
595,18000.0,22,1996,Cand,Jack Kemp (R),R,T
585,106250.0,145,1996,Cand,Pete Wilson (R),R,M
583,9800.0,11,1996,Cand,Maurice M Taylor Jr (R),R,M
